,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment_mode,cogs,gross margin percentage,gross income,Rating,Rating_range,Hour,Minute,Day,Month,Year
965,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02,18:18,Credit card,76.54,4.761904762,3.827,5.8,5-6,18,18,2,March,2019
966,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04,15:27,Ewallet,299.7,4.761904762,14.985,7.2,7-8,15,27,4,March,2019
967,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,2019-01-13,12:55,Credit card,243.03,4.761904762,12.1515,9.3,9-10,12,55,13,January,2019
968,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25,18:02,Cash,47.4,4.761904762,2.37,9.5,9-10,18,2,25,March,2019
969,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,19:44,Credit card,172.45,4.761904762,8.6225,9.0,8-9,19,44,11,March,2019
970,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01,11:36,Credit card,846.3,4.761904762,42.315,9.0,8-9,11,36,1,January,2019
971,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,13:51,Ewallet,258.37,4.761904762,12.9185,6.7,6-7,13,51,10,February,2019
972,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,15:17,Cash,609.56,4.761904762,30.478,5.5,5-6,15,17,26,January,2019
973,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,15:29,Cash,240.24,4.761904762,12.012,5.4,5-6,15,29,11,February,2019
974,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,17:59,Cash,172.26,4.761904762,8.613,8.2,8-9,17,59,7,February,2019
975,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,2019-03-06,11:55,Credit card,99.84,4.761904762,4.992,7.0,6-7,11,55,6,March,2019
976,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04,10:39,Cash,298.64,4.761904762,14.932,8.5,8-9,10,39,4,March,2019
977,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,15:10,Ewallet,159.6,4.761904762,7.98,4.9,4-5,15,10,26,February,2019
978,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,18:10,Credit card,25.45,4.761904762,1.2725,5.1,5-6,18,10,10,March,2019
979,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,20:43,Credit card,67.77,4.761904762,3.3885,6.5,6-7,20,43,4,February,2019
980,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,2019-01-19,12:46,Cash,238.36,4.761904762,11.918,9.8,9-10,12,46,19,January,2019
981,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,17:44,Cash,232.6,4.761904762,11.63,8.4,8-9,17,44,23,January,2019
982,Yangon,Member,Female,Sports and travel,97.48,9,43.866,921.186,2019-03-14,14:19,Ewallet,877.32,4.761904762,43.866,7.4,7-8,14,19,14,March,2019
983,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,2019-01-23,10:33,Cash,699.72,4.761904762,34.986,6.1,6-7,10,33,23,January,2019
984,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09,11:40,Cash,674.59,4.761904762,33.7295,6.0,5-6,11,40,9,January,2019
985,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,19:30,Ewallet,318.55,4.761904762,15.9275,8.5,8-9,19,30,7,February,2019
986,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2019-02-18,14:42,Ewallet,29.52,4.761904762,1.476,4.3,4-5,14,42,18,February,2019
987,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,19:08,Credit card,496.0,4.761904762,24.8,6.2,6-7,19,8,3,January,2019
988,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,19:12,Ewallet,823.4,4.761904762,41.17,4.3,4-5,19,12,29,March,2019
989,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,15:46,Credit card,602.96,4.761904762,30.148,8.4,8-9,15,46,28,January,2019
990,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,19:06,Credit card,282.8,4.761904762,14.14,4.5,4-5,19,6,22,March,2019
991,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,18:10,Ewallet,766.0,4.761904762,38.3,6.0,5-6,18,10,24,January,2019
992,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,2019-03-10,20:46,Ewallet,116.06,4.761904762,5.803,8.8,8-9,20,46,10,March,2019
993,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2019-02-22,18:35,Ewallet,174.9,4.761904762,8.745,6.6,6-7,18,35,22,February,2019
994,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2019-02-18,11:40,Ewallet,60.95,4.761904762,3.0475,5.9,5-6,11,40,18,February,2019
995,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2019-01-29,13:46,Ewallet,40.35,4.761904762,2.0175,6.2,6-7,13,46,29,January,2019
996,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,17:16,Ewallet,973.8,4.761904762,48.69,4.4,4-5,17,16,2,March,2019
997,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,2019-02-09,13:22,Cash,31.84,4.761904762,1.592,7.7,7-8,13,22,9,February,2019
998,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,2019-02-22,15:33,Cash,65.82,4.761904762,3.291,4.1,4-5,15,33,22,February,2019
999,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2019-02-18,13:28,Cash,618.38,4.761904762,30.919,6.6,6-7,13,28,18,February,2019
